;Name;n;m;directed;dmax;davg;download_link
914;Reuters-21578;60234;1464182;False;19044;48.6165;http://konect.cc/files/download.tsv.gottron-reuters.tar.bz2
915;BookCrossing (implicit);445801;1149739;False;13601;5.15808;http://konect.cc/files/download.tsv.bookcrossing_full-rating.tar.bz2
916;Wikipedia edits (lmo);96949;691256;False;63618;14.2602;http://konect.cc/files/download.tsv.edit-lmowiki.tar.bz2
917;Wikipedia edits (ba);114918;673465;False;151953;11.7208;http://konect.cc/files/download.tsv.edit-bawiki.tar.bz2
918;Wikipedia links (lb);64161;1354329;True;12813;42.2166;http://konect.cc/files/download.tsv.wikipedia_link_lb.tar.bz2
919;Wikipedia edits (arz);149412;699444;False;136135;9.36262;http://konect.cc/files/download.tsv.edit-arzwiki.tar.bz2
920;Wikipedia links (gu);30430;1327439;True;22751;87.2454;http://konect.cc/files/download.tsv.wikipedia_link_gu.tar.bz2
921;Wikiquote edits (it);130834;703139;False;68665;10.7486;http://konect.cc/files/download.tsv.edit-itwikiquote.tar.bz2
922;Wikipedia links (pnb);51933;1436320;True;16696;55.3143;http://konect.cc/files/download.tsv.wikipedia_link_pnb.tar.bz2
923;Facebook (WOSN);63731;817035;False;1098;25.6401;http://konect.cc/files/download.tsv.facebook-wosn-links.tar.bz2
924;Wikinews edits (de);61822;686017;False;111872;22.1933;http://konect.cc/files/download.tsv.edit-dewikinews.tar.bz2
925;Wikipedia links (sco);64347;1397072;True;10803;43.4231;http://konect.cc/files/download.tsv.wikipedia_link_sco.tar.bz2
926;Wiktionary edits (fa);153841;735491;False;302111;9.5617;http://konect.cc/files/download.tsv.edit-fawiktionary.tar.bz2
927;Wikipedia edits (nds);75201;736112;False;55001;19.5772;http://konect.cc/files/download.tsv.edit-ndswiki.tar.bz2
928;Wikinews edits (fr);63443;703608;False;221532;22.1808;http://konect.cc/files/download.tsv.edit-frwikinews.tar.bz2
929;Wikipedia edits (bpy);59218;751880;False;111146;25.3936;http://konect.cc/files/download.tsv.edit-bpywiki.tar.bz2
930;Wikipedia edits (mg);220064;750811;False;365048;6.82357;http://konect.cc/files/download.tsv.edit-mgwiki.tar.bz2
931;Wikipedia links (eml);11856;1895125;True;3409;319.69;http://konect.cc/files/download.tsv.wikipedia_link_eml.tar.bz2
932;Wikipedia edits (kn);99143;714594;False;30106;14.4154;http://konect.cc/files/download.tsv.edit-knwiki.tar.bz2
933;Wiktionary edits (my);125132;748234;False;239375;11.9591;http://konect.cc/files/download.tsv.edit-mywiktionary.tar.bz2
934;Wikiquote edits (he);324017;733303;False;181496;4.52632;http://konect.cc/files/download.tsv.edit-hewikisource.tar.bz2
935;Wikipedia edits (ga);71677;789085;False;55265;22.0178;http://konect.cc/files/download.tsv.edit-gawiki.tar.bz2
936;Wiktionary edits (chr);195678;772131;False;276242;7.89185;http://konect.cc/files/download.tsv.edit-chrwiktionary.tar.bz2
937;Teams;935627;1366466;False;2671;2.92096;http://konect.cc/files/download.tsv.dbpedia-team.tar.bz2
938;Wikipedia links (ga);55088;1611606;True;34150;58.5102;http://konect.cc/files/download.tsv.wikipedia_link_ga.tar.bz2
939;Wikiquote edits (es);213453;779562;False;120157;7.3043;http://konect.cc/files/download.tsv.edit-eswikisource.tar.bz2
940;Wikipedia links (br);83392;1553757;True;6851;37.2639;http://konect.cc/files/download.tsv.wikipedia_link_br.tar.bz2
941;Wikiquote edits (bn);641443;776458;False;177716;2.42097;http://konect.cc/files/download.tsv.edit-bnwikisource.tar.bz2
942;Wikipedia edits (tg);143873;845441;False;276730;11.7526;http://konect.cc/files/download.tsv.edit-tgwiki.tar.bz2
943;Wikipedia edits (new);197437;833293;False;285124;8.4411;http://konect.cc/files/download.tsv.edit-newwiki.tar.bz2
944;Wikipedia edits (pms);100224;820463;False;113361;16.3726;http://konect.cc/files/download.tsv.edit-pmswiki.tar.bz2
945;Wiktionary edits (cs);106001;843327;False;310284;15.9117;http://konect.cc/files/download.tsv.edit-cswiktionary.tar.bz2
946;Wikipedia edits (io);43718;863473;False;65098;39.5019;http://konect.cc/files/download.tsv.edit-iowiki.tar.bz2
947;Wikivoyage edits (de);77084;874884;False;104347;22.6995;http://konect.cc/files/download.tsv.edit-dewikivoyage.tar.bz2
948;Wiktionary edits (id);204096;879201;False;285251;8.61556;http://konect.cc/files/download.tsv.edit-idwiktionary.tar.bz2
949;Wiktionary edits (th);163993;887207;False;588581;10.8201;http://konect.cc/files/download.tsv.edit-thwiktionary.tar.bz2
950;Wikipedia links (zh-yue);110749;1718542;True;10564;31.0349;http://konect.cc/files/download.tsv.wikipedia_link_zh_yue.tar.bz2
951;Actor movies;511463;1470404;False;646;5.7498;http://konect.cc/files/download.tsv.actor-movie.tar.bz2
952;Epinions;131828;841372;True;3622;12.7647;http://konect.cc/files/download.tsv.epinions.tar.bz2
953;CiaoDVD review ratings;92652;1625480;False;34884;35.0879;http://konect.cc/files/download.tsv.librec-ciaodvd-review_ratings.tar.bz2
954;Notre Dame;325729;1497134;True;10721;9.19251;http://konect.cc/files/download.tsv.web-NotreDame.tar.bz2
955;Wiktionary edits (ro);166854;918811;False;278712;11.0134;http://konect.cc/files/download.tsv.edit-rowiktionary.tar.bz2
956;Wiktionary edits (te);121969;948302;False;254492;15.5499;http://konect.cc/files/download.tsv.edit-tewiktionary.tar.bz2
957;Wikipedia links (mr);93638;1886320;True;9431;40.2896;http://konect.cc/files/download.tsv.wikipedia_link_mr.tar.bz2
958;Wikipedia links (new);100573;1808560;True;31834;35.9651;http://konect.cc/files/download.tsv.wikipedia_link_new.tar.bz2
959;Wikipedia edits (zh-yue);160909;947552;False;58016;11.7775;http://konect.cc/files/download.tsv.edit-zh_yuewiki.tar.bz2
960;Wikipedia edits (sw);90112;973846;False;69412;21.6141;http://konect.cc/files/download.tsv.edit-swwiki.tar.bz2
961;MovieLens 1M;9746;1000209;False;3428;205.255;http://konect.cc/files/download.tsv.movielens-1m.tar.bz2
962;Wiktionary edits (ja);210706;949700;False;127715;9.01446;http://konect.cc/files/download.tsv.edit-jawiktionary.tar.bz2
963;Wikipedia links (jv);72453;1831665;True;26576;50.5615;http://konect.cc/files/download.tsv.wikipedia_link_jv.tar.bz2
964;Wikinews edits (it);38179;907499;False;580629;47.5392;http://konect.cc/files/download.tsv.edit-itwikinews.tar.bz2
965;Reality Mining;96;1086404;False;98257;22633.4;http://konect.cc/files/download.tsv.mit.tar.bz2
966;Pennsylvania;1088092;1541898;False;9;2.83413;http://konect.cc/files/download.tsv.roadNet-PA.tar.bz2
967;Wikipedia edits (ast);81704;994558;False;175172;24.3454;http://konect.cc/files/download.tsv.edit-astwiki.tar.bz2
968;Facebook;46952;876993;True;2696;37.357;http://konect.cc/files/download.tsv.facebook-wosn-wall.tar.bz2
969;CiteSeer;384413;1751463;True;1739;9.1124;http://konect.cc/files/download.tsv.citeseer.tar.bz2
970;Wiktionary edits (et);140902;1026100;False;284729;14.5647;http://konect.cc/files/download.tsv.edit-etwiktionary.tar.bz2
971;Wikipedia links (af);72290;2019724;True;11102;55.8784;http://konect.cc/files/download.tsv.wikipedia_link_af.tar.bz2
972;Wikipedia links (ia);24031;2204006;True;6620;183.43;http://konect.cc/files/download.tsv.wikipedia_link_ia.tar.bz2
973;Wiktionary edits (no);153199;1044919;False;251182;13.6413;http://konect.cc/files/download.tsv.edit-nowiktionary.tar.bz2
974;vi.sualize.us user–tag;99157;2298816;False;405429;46.3672;http://konect.cc/files/download.tsv.pics_ut.tar.bz2
975;Wikipedia links (ast);83330;2095962;True;23691;50.3051;http://konect.cc/files/download.tsv.wikipedia_link_ast.tar.bz2
976;Ask Ubuntu;159316;964437;True;12316;12.1072;http://konect.cc/files/download.tsv.sx-askubuntu.tar.bz2
977;Wiktionary edits (bg);865095;1044978;False;883880;2.41587;http://konect.cc/files/download.tsv.edit-bgwiktionary.tar.bz2
978;Linux kernel mailing list replies;63399;1096440;True;53028;34.5886;http://konect.cc/files/download.tsv.lkml-reply.tar.bz2
979;Wikiquote edits (zh);569151;1042383;False;270445;3.66294;http://konect.cc/files/download.tsv.edit-zhwikisource.tar.bz2
980;Jester 150;50832;1728847;False;50692;68.022;http://konect.cc/files/download.tsv.jester2.tar.bz2
981;Wikipedia talk (ja);397635;1031378;True;170852;5.18756;http://konect.cc/files/download.tsv.wiki_talk_ja.tar.bz2
982;Wiktionary edits (ca);278969;1113834;False;551855;7.98536;http://konect.cc/files/download.tsv.edit-cawiktionary.tar.bz2
983;Wikipedia links (ml);132717;2125430;True;10361;32.0295;http://konect.cc/files/download.tsv.wikipedia_link_ml.tar.bz2
984;Flickr;105938;2316948;False;5425;43.7416;http://konect.cc/files/download.tsv.flickrEdges.tar.bz2
985;Wikipedia links (bpy);25379;2411436;True;13802;190.034;http://konect.cc/files/download.tsv.wikipedia_link_bpy.tar.bz2
986;Wikipedia edits (jv);135468;1151435;False;128853;16.9994;http://konect.cc/files/download.tsv.edit-jvwiki.tar.bz2
987;Enron;87273;1148072;True;38785;26.3099;http://konect.cc/files/download.tsv.enron.tar.bz2
988;Wikipedia links (tl);186450;2208986;True;72854;23.6952;http://konect.cc/files/download.tsv.wikipedia_link_tl.tar.bz2
989;Wiktionary edits (hy);218585;1183865;False;438603;10.8321;http://konect.cc/files/download.tsv.edit-hywiktionary.tar.bz2
990;Livemocha;104103;2193083;False;2980;42.1329;http://konect.cc/files/download.tsv.livemocha.tar.bz2
991;vi.sualize.us tag–item;577437;2298816;False;405429;7.96214;http://konect.cc/files/download.tsv.pics_ti.tar.bz2
992;Texas;1379917;1921660;False;12;2.78518;http://konect.cc/files/download.tsv.roadNet-TX.tar.bz2
993;vi.sualize.us user–item;512524;2298816;False;46571;8.97057;http://konect.cc/files/download.tsv.pics_ui.tar.bz2
994;Stanford;281903;2312497;True;38626;16.4063;http://konect.cc/files/download.tsv.web-Stanford.tar.bz2
995;Dogster households;260390;2148179;False;22139;16.4997;http://konect.cc/files/download.tsv.petster-dog-household.tar.bz2
996;Wikipedia links (sq);97940;2491433;True;21524;50.8767;http://konect.cc/files/download.tsv.wikipedia_link_sq.tar.bz2
997;Wikipedia links (be-x-old);87179;2549700;True;15688;58.4934;http://konect.cc/files/download.tsv.wikipedia_link_be_x_old.tar.bz2
998;Wikiquote edits (en);186686;1271653;False;125310;13.6234;http://konect.cc/files/download.tsv.edit-enwikiquote.tar.bz2
999;Wikipedia talk (pl);155820;1358426;True;112031;17.4358;http://konect.cc/files/download.tsv.wiki_talk_pl.tar.bz2
1000;Wikipedia links (ne);36211;2941201;True;8714;162.448;http://konect.cc/files/download.tsv.wikipedia_link_ne.tar.bz2
1001;Wikipedia edits (is);124118;1393848;False;84719;22.46;http://konect.cc/files/download.tsv.edit-iswiki.tar.bz2
1002;Wikipedia edits (tl);227374;1372133;False;171129;12.0694;http://konect.cc/files/download.tsv.edit-tlwiki.tar.bz2
1003;Wikipedia edits (mr);206373;1396816;False;115105;13.5368;http://konect.cc/files/download.tsv.edit-mrwiki.tar.bz2
1004;Wikipedia edits (af);117392;1460196;False;83708;24.8773;http://konect.cc/files/download.tsv.edit-afwiki.tar.bz2
1005;Wikipedia edits (an);107915;1511668;False;201151;28.0159;http://konect.cc/files/download.tsv.edit-anwiki.tar.bz2
1006;Stack Overflow;641876;1301942;False;6119;4.05668;http://konect.cc/files/download.tsv.stackexchange-stackoverflow.tar.bz2
1007;Wiktionary edits (sh);916627;1462476;False;853616;3.19099;http://konect.cc/files/download.tsv.edit-shwiktionary.tar.bz2
1008;Wikipedia links (bn);226501;2832143;True;11294;25.0078;http://konect.cc/files/download.tsv.wikipedia_link_bn.tar.bz2
1009;Wikiversity edits (en);199910;1407455;False;49880;14.0809;http://konect.cc/files/download.tsv.edit-enwikiversity.tar.bz2
1010;Wikipedia links (te);93596;2930023;True;29171;62.61;http://konect.cc/files/download.tsv.wikipedia_link_te.tar.bz2
1011;Wikiquote edits (pl);581646;1472273;False;273359;5.06244;http://konect.cc/files/download.tsv.edit-plwikisource.tar.bz2
1012;Wikipedia edits (sq);197191;1520527;False;86224;15.4219;http://konect.cc/files/download.tsv.edit-sqwiki.tar.bz2
1013;Wikipedia links (cy);142648;2967435;True;18903;41.605;http://konect.cc/files/download.tsv.wikipedia_link_cy.tar.bz2
1014;Wikipedia talk (nl);225749;1554699;True;113872;13.7737;http://konect.cc/files/download.tsv.wiki_talk_nl.tar.bz2
1015;Catster/dogster households;333111;2643012;False;37346;15.8687;http://konect.cc/files/download.tsv.petster-catdog-household.tar.bz2
1016;Discogs label–genre;270786;4147665;False;1517976;30.6343;http://konect.cc/files/download.tsv.discogs_lgenre.tar.bz2
1017;Super User;194085;1443339;True;27637;14.8733;http://konect.cc/files/download.tsv.sx-superuser.tar.bz2
1018;Wikipedia edits (min);317818;1539666;False;1045973;9.68898;http://konect.cc/files/download.tsv.edit-minwiki.tar.bz2
1019;Italian CNR;325557;2738969;False;18236;16.8264;http://konect.cc/files/download.tsv.dimacs10-cnr-2000.tar.bz2
1020;Wiktionary edits (ta);367883;1623615;False;466336;8.8268;http://konect.cc/files/download.tsv.edit-tawiktionary.tar.bz2
1021;Wikipedia edits (br);128363;1662810;False;163518;25.9079;http://konect.cc/files/download.tsv.edit-brwiki.tar.bz2
1022;TV Tropes;152093;3232134;False;12400;42.5021;http://konect.cc/files/download.tsv.dbtropes-feature.tar.bz2
1023;Yahoo advertisers;653260;2931708;True;224825;8.97562;http://konect.cc/files/download.tsv.lasagne-yahoo.tar.bz2
1024;Baidu related;415641;3284387;True;127090;15.804;http://konect.cc/files/download.tsv.zhishi-baidu-relatedpages.tar.bz2
1025;IMDB;871982;2715604;False;1293;6.22858;http://konect.cc/files/download.tsv.komarix-imdb.tar.bz2
1026;Florida;1070376;2687902;True;16;5.02235;http://konect.cc/files/download.tsv.dimacs9-FLA.tar.bz2
1027;Wikiquote edits (it);439571;1654816;False;306376;7.52923;http://konect.cc/files/download.tsv.edit-itwikisource.tar.bz2
1028;Linux kernel mailing list threads;379554;1565683;False;46620;8.25012;http://konect.cc/files/download.tsv.lkml_person-thread.tar.bz2
1029;Wiktionary edits (lt);689678;1693277;False;712788;4.91034;http://konect.cc/files/download.tsv.edit-ltwiktionary.tar.bz2
1030;Youtube friendships;1134890;2987624;False;28754;5.26505;http://konect.cc/files/download.tsv.com-youtube.tar.bz2
1031;Wikipedia edits (ce);187459;1776311;False;846382;18.9515;http://konect.cc/files/download.tsv.edit-cewiki.tar.bz2
1032;Wikipedia edits (be-x-old);164905;1770298;False;113019;21.4705;http://konect.cc/files/download.tsv.edit-be_x_oldwiki.tar.bz2
1033;arXiv hep-th;22908;2673133;False;11967;233.38;http://konect.cc/files/download.tsv.ca-cit-HepTh.tar.bz2
1034;Wikipedia edits (zh-min-nan);660825;1731598;False;969316;5.24072;http://konect.cc/files/download.tsv.edit-zh_min_nanwiki.tar.bz2
1035;Northwest USA;1207945;2820774;True;18;4.67037;http://konect.cc/files/download.tsv.dimacs9-NW.tar.bz2
1036;Wikipedia dynamic (simple);100312;1627472;True;33633;32.4482;http://konect.cc/files/download.tsv.link-dynamic-simplewiki.tar.bz2
1037;Hyves;1402673;2777419;False;31883;3.96018;http://konect.cc/files/download.tsv.hyves.tar.bz2
1038;Wikipedia edits (lb);114727;1875160;False;236379;32.6891;http://konect.cc/files/download.tsv.edit-lbwiki.tar.bz2
1039;California;1965206;2766607;False;12;2.81559;http://konect.cc/files/download.tsv.roadNet-CA.tar.bz2
1040;Wikipedia links (lmo);52214;3623678;True;14746;138.801;http://konect.cc/files/download.tsv.wikipedia_link_lmo.tar.bz2
1041;Wikipedia edits (uz);619358;1802425;False;513316;5.8203;http://konect.cc/files/download.tsv.edit-uzwiki.tar.bz2
1042;Wikipedia edits (oc);143371;1927431;False;197361;26.8873;http://konect.cc/files/download.tsv.edit-ocwiki.tar.bz2
1043;Wiktionary edits (tr);381017;1882538;False;366711;9.88165;http://konect.cc/files/download.tsv.edit-trwiktionary.tar.bz2
1044;Wikipedia links (lv);190048;3739941;True;25370;39.3579;http://konect.cc/files/download.tsv.wikipedia_link_lv.tar.bz2
1045;Wikipedia links (nn);215911;3566744;True;60722;33.039;http://konect.cc/files/download.tsv.wikipedia_link_nn.tar.bz2
1046;Wikipedia links (la);181160;3563825;True;42987;39.3445;http://konect.cc/files/download.tsv.wikipedia_link_la.tar.bz2
1047;Wikipedia edits (tt);175460;1960260;False;1115118;22.3442;http://konect.cc/files/download.tsv.edit-ttwiki.tar.bz2
1048;Digg friends;279630;1731653;True;12204;12.3853;http://konect.cc/files/download.tsv.digg-friends.tar.bz2
1049;Wikipedia links (sa);21779;3720076;True;5123;341.62;http://konect.cc/files/download.tsv.wikipedia_link_sa.tar.bz2
1050;Wiktionary edits (vi);246124;1964619;False;343215;15.9645;http://konect.cc/files/download.tsv.edit-viwiktionary.tar.bz2
1051;Wikipedia edits (te);232888;1968229;False;147261;16.9028;http://konect.cc/files/download.tsv.edit-tewiki.tar.bz2
1052;Amazon (TWEB, 0601);403394;3387388;True;2761;16.7944;http://konect.cc/files/download.tsv.amazon0601.tar.bz2
1053;Wikipedia words (en);276739;7846807;False;3410;56.7091;http://konect.cc/files/download.tsv.gottron-excellent.tar.bz2
1054;Wiktionary edits (ku);530893;2071885;False;680878;7.80528;http://konect.cc/files/download.tsv.edit-kuwiktionary.tar.bz2
1055;Enron words;67960;6412172;False;7190;188.704;http://konect.cc/files/download.tsv.bag-enron.tar.bz2
1056;Wikipedia talk (ar);1095799;1913103;True;915536;3.4917;http://konect.cc/files/download.tsv.wiki_talk_ar.tar.bz2
1057;Wiktionary edits (hu);388013;2150545;False;305940;11.0849;http://konect.cc/files/download.tsv.edit-huwiktionary.tar.bz2
1058;Wikipedia links (uz);439347;3926707;True;123728;17.8752;http://konect.cc/files/download.tsv.wikipedia_link_uz.tar.bz2
1059;Wikipedia categories (en);2036440;3795796;False;11593;3.72787;http://konect.cc/files/download.tsv.wiki-en-cat.tar.bz2
1060;Wiktionary edits (pt);340357;2252790;False;409449;13.2378;http://konect.cc/files/download.tsv.edit-ptwiktionary.tar.bz2
1061;Wikipedia edits (ta);330121;2191339;False;105430;13.276;http://konect.cc/files/download.tsv.edit-tawiki.tar.bz2
1062;Discogs label–style;244147;5255950;False;285519;43.0556;http://konect.cc/files/download.tsv.discogs_lstyle.tar.bz2
1063;Wikivoyage edits (en);180704;2271834;False;71413;25.1443;http://konect.cc/files/download.tsv.edit-enwikivoyage.tar.bz2
1064;Wikipedia edits (bs);363654;2341558;False;338397;12.8779;http://konect.cc/files/download.tsv.edit-bswiki.tar.bz2
1065;Wikipedia talk (ru);457017;2282055;True;188103;9.98674;http://konect.cc/files/download.tsv.wiki_talk_ru.tar.bz2
1066;Wikipedia edits (kk);515572;2304757;False;517309;8.94058;http://konect.cc/files/download.tsv.edit-kkwiki.tar.bz2
1067;IMDB;1199919;3782463;False;1590;6.30453;http://konect.cc/files/download.tsv.actor2.tar.bz2
1068;Wikibooks edits (en);328993;2233443;False;106575;13.5774;http://konect.cc/files/download.tsv.edit-enwikibooks.tar.bz2
1069;Wikipedia links (az);167246;4465854;True;22662;53.4046;http://konect.cc/files/download.tsv.wikipedia_link_az.tar.bz2
1070;Wikipedia edits (ml);362166;2349591;False;82791;12.9752;http://konect.cc/files/download.tsv.edit-mlwiki.tar.bz2
1071;Wikipedia links (zh-min-nan);429317;4421679;True;111978;20.5987;http://konect.cc/files/download.tsv.wikipedia_link_zh_min_nan.tar.bz2
1072;Wikipedia edits (be);446889;2461702;False;191119;11.0171;http://konect.cc/files/download.tsv.edit-bewiki.tar.bz2
1073;Wiktionary edits (io);303742;2537593;False;500295;16.7089;http://konect.cc/files/download.tsv.edit-iowiktionary.tar.bz2
1074;Wikipedia talk (pt);541355;2424962;True;504444;8.95886;http://konect.cc/files/download.tsv.wiki_talk_pt.tar.bz2
1075;Wikipedia edits (lv);327280;2499933;False;154946;15.277;http://konect.cc/files/download.tsv.edit-lvwiki.tar.bz2
1076;Catster;149700;5449275;False;80635;72.8026;http://konect.cc/files/download.tsv.petster-friendships-cat.tar.bz2
1077;Wikipedia threads (de);91340;2435731;True;24285;53.3333;http://konect.cc/files/download.tsv.wikipedia-discussions-de.tar.bz2
1078;Northeast USA;1524453;3868020;True;18;5.07463;http://konect.cc/files/download.tsv.dimacs9-NE.tar.bz2
1079;Wikipedia edits (bn);545404;2469893;False;267552;9.05711;http://konect.cc/files/download.tsv.edit-bnwiki.tar.bz2
1080;Wikipedia links (tt);136014;4919249;True;51641;72.3345;http://konect.cc/files/download.tsv.wikipedia_link_tt.tar.bz2
1081;Wikiquote edits (ru);609903;2434171;False;477162;7.98216;http://konect.cc/files/download.tsv.edit-ruwikisource.tar.bz2
1082;Wikipedia talk (zh);1219241;2284546;True;937210;3.74749;http://konect.cc/files/download.tsv.wiki_talk_zh.tar.bz2
1083;Wikipedia links (mk);136857;4903213;True;17475;71.6545;http://konect.cc/files/download.tsv.wikipedia_link_mk.tar.bz2
1084;Wikipedia edits (ur);678976;2499640;False;358252;7.36297;http://konect.cc/files/download.tsv.edit-urwiki.tar.bz2
1085;Wikipedia links (ka);159755;4887982;True;28385;61.1935;http://konect.cc/files/download.tsv.wikipedia_link_ka.tar.bz2
1086;Wikipedia edits (mk);423143;2583957;False;244406;12.2132;http://konect.cc/files/download.tsv.edit-mkwiki.tar.bz2
1087;Jester 100;73521;4136360;False;73413;112.522;http://konect.cc/files/download.tsv.jester1.tar.bz2
1088;BibSonomy user–tag;210467;2555080;False;428436;24.2801;http://konect.cc/files/download.tsv.bibsonomy-2ut.tar.bz2
1089;Wikipedia links (simple);185262;5098259;True;18962;55.0384;http://konect.cc/files/download.tsv.wikipedia_link_simple.tar.bz2
1090;Wiktionary edits (sv);624325;2728074;False;650950;8.73928;http://konect.cc/files/download.tsv.edit-svwiktionary.tar.bz2
1091;Wikipedia talk (es);497446;2702879;True;373874;10.867;http://konect.cc/files/download.tsv.wiki_talk_es.tar.bz2
1092;Wikipedia links (et);295546;5143473;True;15907;34.8066;http://konect.cc/files/download.tsv.wikipedia_link_et.tar.bz2
1093;BibSonomy user–item;773241;2555080;False;428436;6.60875;http://konect.cc/files/download.tsv.bibsonomy-2ui.tar.bz2
1094;Wikipedia edits (cy);208087;2767004;False;843214;26.5947;http://konect.cc/files/download.tsv.edit-cywiki.tar.bz2
1095;Wikipedia edits (nn);328414;2803064;False;177546;17.0703;http://konect.cc/files/download.tsv.edit-nnwiki.tar.bz2
1096;BibSonomy tag–item;972120;2555080;False;182908;5.25672;http://konect.cc/files/download.tsv.bibsonomy-2ti.tar.bz2
1097;Wikipedia messages (en);2394385;5021410;True;100032;4.19432;http://konect.cc/files/download.tsv.wiki-Talk.tar.bz2
1098;Wikipedia links (bug);14266;6504058;True;13870;911.826;http://konect.cc/files/download.tsv.wikipedia_link_bug.tar.bz2
1099;Wikipedia links (tg);110972;5611005;True;32942;101.125;http://konect.cc/files/download.tsv.wikipedia_link_tg.tar.bz2
1100;Wikipedia edits (la);256074;2989365;False;231494;23.3477;http://konect.cc/files/download.tsv.edit-lawiki.tar.bz2
1101;Wikiquote edits (de);447892;2889203;False;561627;12.9013;http://konect.cc/files/download.tsv.edit-dewikisource.tar.bz2
1102;Google hyperlinks;875713;5105039;True;6353;11.6592;http://konect.cc/files/download.tsv.web-Google.tar.bz2
1103;Youtube links;1138499;4942297;True;54051;8.68213;http://konect.cc/files/download.tsv.youtube-links.tar.bz2
1104;California and Nevada;1890815;4630444;True;14;4.89783;http://konect.cc/files/download.tsv.dimacs9-CAL.tar.bz2
1105;Wikipedia edits (hi);699316;2942630;False;357650;8.41574;http://konect.cc/files/download.tsv.edit-hiwiki.tar.bz2
1106;Wiktionary edits (it);462041;3009010;False;501233;13.0249;http://konect.cc/files/download.tsv.edit-itwiktionary.tar.bz2
1107;Wiktionary edits (fi);442268;3103726;False;501453;14.0355;http://konect.cc/files/download.tsv.edit-fiwiktionary.tar.bz2
1108;Digg votes;142962;3018197;False;24099;42.2238;http://konect.cc/files/download.tsv.digg-votes.tar.bz2
1109;Wikipedia edits (vo);251379;3159242;False;1157637;25.1353;http://konect.cc/files/download.tsv.edit-vowiki.tar.bz2
1110;Wikipedia edits (ka);337163;3135173;False;144028;18.5974;http://konect.cc/files/download.tsv.edit-kawiki.tar.bz2
1111;Catster friends;204473;5448197;False;80634;53.2901;http://konect.cc/files/download.tsv.petster-cat-friend.tar.bz2
1112;Wikipedia links (el);216365;5890410;True;30085;54.4488;http://konect.cc/files/download.tsv.wikipedia_link_el.tar.bz2
1113;Wikipedia talk (it);863846;3067680;True;388889;7.10238;http://konect.cc/files/download.tsv.wiki_talk_it.tar.bz2
1114;CiteULike user–tag;175992;2411819;False;189295;27.4083;http://konect.cc/files/download.tsv.citeulike-ut.tar.bz2
1115;Wikipedia links (th);266937;5845248;True;39033;43.795;http://konect.cc/files/download.tsv.wikipedia_link_th.tar.bz2
1116;Wikinews edits (sr);124174;3129705;False;2841725;50.4084;http://konect.cc/files/download.tsv.edit-srwikinews.tar.bz2
1117;Wikipedia edits (az);338081;3230280;False;244224;19.1095;http://konect.cc/files/download.tsv.edit-azwiki.tar.bz2
1118;CiteULike tag–item;885046;2411819;False;189295;5.45016;http://konect.cc/files/download.tsv.citeulike-ti.tar.bz2
1119;CiteULike user–item;754484;2411819;False;57706;6.39329;http://konect.cc/files/download.tsv.citeulike-ui.tar.bz2
1120;WebUni Magdeburg;206350;3869707;False;28837;37.5062;http://konect.cc/files/download.tsv.webuni.tar.bz2
1121;Wikipedia links (lt);268159;6091416;True;49235;45.4314;http://konect.cc/files/download.tsv.wikipedia_link_lt.tar.bz2
1122;Wiktionary edits (ko);409984;3351194;False;1250119;16.3479;http://konect.cc/files/download.tsv.edit-kowiktionary.tar.bz2
1123;Wiktionary edits (nl);658240;3476883;False;757493;10.5642;http://konect.cc/files/download.tsv.edit-nlwiktionary.tar.bz2
1124;Wikipedia links (be);375911;6563979;True;64340;34.923;http://konect.cc/files/download.tsv.wikipedia_link_be.tar.bz2
1125;Wikipedia links (gl);207027;6798252;True;31827;65.675;http://konect.cc/files/download.tsv.wikipedia_link_gl.tar.bz2
1126;Prosper loans;89269;3394979;True;9436;76.0618;http://konect.cc/files/download.tsv.prosper-loans.tar.bz2
1127;arXiv hep-ph;28093;4596803;False;11134;327.256;http://konect.cc/files/download.tsv.ca-cit-HepPh.tar.bz2
1128;Wikipedia edits (ms);819847;3615962;False;314765;8.82107;http://konect.cc/files/download.tsv.edit-mswiki.tar.bz2
1129;Wiktionary edits (el);481016;3826713;False;1398956;15.911;http://konect.cc/files/download.tsv.edit-elwiktionary.tar.bz2
1130;Wikipedia links (ur);332057;8079171;True;70541;48.6614;http://konect.cc/files/download.tsv.wikipedia_link_ur.tar.bz2
1131;Wikipedia links (ce);172283;7301226;True;152932;84.7585;http://konect.cc/files/download.tsv.wikipedia_link_ce.tar.bz2
1132;Wikipedia links (hr);223125;7295433;True;22668;65.3932;http://konect.cc/files/download.tsv.wikipedia_link_hr.tar.bz2
1133;Wikipedia edits (gl);354254;4106776;False;287230;23.1855;http://konect.cc/files/download.tsv.edit-glwiki.tar.bz2
1134;Wikipedia edits (et);424139;4156964;False;374564;19.6019;http://konect.cc/files/download.tsv.edit-etwiki.tar.bz2
1135;Wikipedia links (sk);291006;7597315;True;74093;52.2141;http://konect.cc/files/download.tsv.wikipedia_link_sk.tar.bz2
1136;Wikipedia links (ta);152870;8098155;True;43843;105.948;http://konect.cc/files/download.tsv.wikipedia_link_ta.tar.bz2
1137;Wikipedia edits (hr);496141;4236890;False;226152;17.0794;http://konect.cc/files/download.tsv.edit-hrwiki.tar.bz2
